id,location_big,location,seller_type,type,partitioning,comfort,price,rooms_count,useful_surface,built_surface,construction_year,real_estate_type,height_regime,level,max_level,kitchens_count,bathrooms_count,garages_count,parking_lots_count,balconies_count
21730,"Bucuresti, Sector 2, zona Eminescu",Eminescu,agency,apartament,semidecomandat,1,329000,3,185,220,2020,bloc de apartamente,S+P+5E,5,5,1,3,1,1,1
21801,"Bucuresti, zona Titan",Titan,agency,apartament,decomandat,1,85000,3,55,60,1980,bloc de apartamente,P+9E,7,9,1,1,,1,1
21802,"Bucuresti, Sector 5, zona Drumul Sarii",Drumul Sarii,agency,apartament,decomandat,1,61500,1,40,,1985,bloc de apartamente,P+4E,3,4,1,1,,,1
21803,"Bucuresti, Sector 2, zona Iancului",Iancului,agency,apartament,semidecomandat,1,91500,2,40,59,2019,bloc de apartamente,P+5E,2,5,1,1,,1,1
21805,"Bucuresti, zona Dacia",Dacia,agency,apartament,semidecomandat,lux,230000,3,113,145,2010,bloc de apartamente,P+7E,6,7,1,2,,1,2
21806,"Bucuresti, zona 13 Septembrie",13 Septembrie,agency,apartament,semidecomandat,1,150000,3,81,90,1984,bloc de apartamente,P+8E,6,8,1,2,,,1
21809,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,lux,74900,3,85,95,2020,bloc de apartamente,S+P+5E,1,5,1,2,,,1
21810,"Bucuresti, zona Aviatiei",Aviatiei,prepay,apartament,decomandat,lux,142000,3,69,,1984,bloc de apartamente,P+4E,1,4,,2,,,
21811,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,semidecomandat,1,89000,3,65,75,1973,bloc de apartamente,P+10E,4,10,1,1,,,1
21815,"Bucuresti, Sector 4, zona Brancoveanu",Brancoveanu,agency,apartament,decomandat,1,115000,2,55,60,,bloc de apartamente,P+13E,10,13,1,1,,,1
21817,"Bucuresti, zona Iancu Nicolae",Iancu Nicolae,agency,apartament,semidecomandat,1,180000,3,110,118,2007,bloc de apartamente,P+3E,1,3,1,3,1,1,
21819,"Bucuresti, zona Aviatiei",Aviatiei,prepay,apartament,semidecomandat,1,120000,2,58,,1984,bloc de apartamente,P+4E,4,4,,,,,
21820,"Bucuresti, Sector 3, zona 1 Decembrie 1918",1 Decembrie 1918,agency,apartament,decomandat,1,55000,2,55,75,,bloc de apartamente,P+10E,8,10,1,1,,,1
21821,"Bucuresti, Sector 1, zona Floreasca",Floreasca,agency,apartament,decomandat,lux,210000,3,77,94,2017,bloc de apartamente,S+P+10E,6,10,1,2,1,1,1
21822,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,,54500,2,58,58,2019,bloc de apartamente,,2,,1,1,,1,1
21823,"Bucuresti, zona Iancului",Iancului,prepay,apartament,decomandat,1,143000,2,100,,1984,bloc de apartamente,P+9E,3,9,,,,,
21825,"Bucuresti, zona Unirii",Unirii,agency,apartament,semidecomandat,lux,185000,2,46,54,2020,bloc de apartamente,P+7E,6,7,1,1,,,
21826,"Bucuresti, zona Aparatorii Patriei",Aparatorii Patriei,prepay,apartament,decomandat,1,68900,2,50,,1984,bloc de apartamente,P+8E,5,8,,,,,
21828,"Bucuresti, Sector 1, zona Herastrau",Herastrau,agency,apartament,semidecomandat,lux,381000,3,80,103,2019,bloc de apartamente,S+P+10E,3,10,1,2,1,1,2
21830,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,268000,3,124,140,2007,bloc de apartamente,P+6E,4,6,1,2,,1,
21901,"Bucuresti, Sector 4, zona Tineretului",Tineretului,agency,apartament,decomandat,1,119900,2,68,75,2009,bloc de apartamente,P+12E,8,12,1,1,,,
21902,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,1,129499,2,55,57,2006,bloc de apartamente,P+5E,Parter,5,1,1,,,
21903,"Bucuresti, zona Stefan cel Mare",Stefan cel Mare,agency,apartament,decomandat,1,82000,2,58,58,1982,bloc de apartamente,P+10E,9,10,1,1,,,1
21904,"Bucuresti, zona Alexandru Obregia",Alexandru Obregia,agency,apartament,decomandat,1,70000,3,70,70,1970,bloc de apartamente,P+10E,6,10,1,1,,,1
21906,"Bucuresti, Sector 5, zona Rahova",Rahova,agency,apartament,decomandat,1,59000,2,54,65,1986,bloc de apartamente,S+P+8E,3,8,1,1,,,1
21907,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,semidecomandat,1,89250,3,95,135,2010,bloc de apartamente,P+3E,Parter,3,1,3,,,1
21909,"Bucuresti, Sector 3, zona Dristor",Dristor,agency,apartament,decomandat,1,94700,2,50,76,2020,bloc de apartamente,S+P+4E,3,4,1,1,,,2
21910,"Bucuresti, zona Titan",Titan,agency,apartament,decomandat,1,85000,4,80,80,1975,bloc de apartamente,P+10E,4,10,1,2,,1,1
21911,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,87000,2,64,79,2018,bloc de apartamente,S+P+11E,Parter,11,1,1,,,
21912,"Bucuresti, zona Crangasi",Crangasi,agency,apartament,semidecomandat,1,69000,2,51,60,1986,bloc de apartamente,P+8E,Parter,8,,1,,,
21913,"Bucuresti, Sector 4, zona Aparatorii Patriei",Aparatorii Patriei,agency,apartament,decomandat,1,54500,2,55,62,2020,bloc de apartamente,D+P+5E,3,5,1,1,,,1
21914,"Bucuresti, Sector 2, zona Armeneasca",Armeneasca,agency,apartament,circular,1,138000,5,145,170,1940,bloc de apartamente,D+P+8E,6,8,2,2,,1,3
21915,"Bucuresti, Sector 3, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,1,53550,2,51,60,2021,bloc de apartamente,P+3E,1,3,1,1,,,1
21916,"Bucuresti, zona Oltenitei",Oltenitei,agency,apartament,decomandat,1,66500,2,58,58,1982,bloc de apartamente,P+8E,5,8,1,1,,,1
21918,"Bucuresti, zona Basarabia",Basarabia,agency,apartament,decomandat,1,99500,3,84,100,1987,bloc de apartamente,P+10E,8,10,1,2,,,1
21919,"Bucuresti, zona Barbu Vacarescu",Barbu Vacarescu,agency,apartament,semidecomandat,lux,152000,2,61,75,2019,bloc de apartamente,P+10E,10,10,1,2,1,1,1
21920,"Bucuresti, zona P-ta Muncii",P-ta Muncii,agency,apartament,decomandat,1,197000,3,80,80,2017,bloc de apartamente,P+10E,8,10,1,2,,1,1
21921,"Bucuresti, Sector 3, zona Dristor",Dristor,agency,apartament,decomandat,1,94815,2,58,70,2020,bloc de apartamente,D+P+4E,4,4,1,1,,,1
21923,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,299000,3,73,117,2018,bloc de apartamente,,Parter,,,,,,
21924,"Bucuresti, Sector 1, zona Dorobanti",Dorobanti,agency,apartament,decomandat,1,132000,2,50,65,2018,bloc de apartamente,P+4E,1,4,1,1,,,
21925,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,1,72000,2,50,76,2019,bloc de apartamente,P+3E,1,3,1,1,,,
21927,"Bucuresti, zona Grozavesti",Grozavesti,agency,apartament,decomandat,1,89380,2,59,65,2021,bloc de apartamente,S+D+P+10E,4,10,,1,,,1
21928,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,semidecomandat,1,46500,2,43,51,2020,bloc de apartamente,S+D+P+7E,1,7,1,1,1,1,1
22003,"Bucuresti, zona Dristor",Dristor,agency,apartament,decomandat,1,98000,3,75,88,1976,bloc de apartamente,P+10E,2,10,1,1,,,1
22005,"Bucuresti, zona Iancu Nicolae",Iancu Nicolae,agency,apartament,decomandat,1,137000,4,81,93,2020,bloc de apartamente,P+7E,2,7,1,2,,,3
22006,"Bucuresti, Sector 3, zona Vitan",Vitan,agency,apartament,decomandat,1,55000,1,38,48,2008,bloc de apartamente,S+P+8E,8,8,1,1,,,1
22007,"Bucuresti, zona Iancului",Iancului,prepay,apartament,semidecomandat,1,58000,2,45,,1984,bloc de apartamente,P+4E,Parter,4,,,,,
22008,"Bucuresti, zona Calea Calarasilor",Calea Calarasilor,agency,apartament,decomandat,1,115900,2,70,75,2020,bloc de apartamente,S+P+3E,3,3,1,1,,,1
22009,"Bucuresti, zona Berceni",Berceni,agency,apartament,decomandat,1,54500,2,60,72,2020,bloc de apartamente,P+7E,3,7,1,1,,1,1
22010,"Bucuresti, zona Lujerului",Lujerului,agency,apartament,decomandat,1,55000,2,40,42,1978,bloc de apartamente,P+10E,6,10,1,1,,1,1
22012,"Bucuresti, zona Cismigiu",Cismigiu,prepay,apartament,decomandat,1,60000,4,41,,1984,bloc de apartamente,P+6E,1,6,,,,,
22016,"Bucuresti, Sector 1, zona P-ta Victoriei",P-ta Victoriei,agency,apartament,semidecomandat,lux,222961,2,55,72,2020,bloc de apartamente,S+P+8E,4,8,1,2,,,1
22018,"Bucuresti, Sector 3, zona Industriilor",Industriilor,agency,apartament,decomandat,1,31000,1,37,39,2012,bloc de apartamente,P+2E+M,Mansarda,2,1,1,,,
22020,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,,31500,1,35,40,2020,bloc de apartamente,D+P+7E,6,7,,1,,,1
22021,"Bucuresti, zona Brancoveanu",Brancoveanu,prepay,apartament,decomandat,lux,150000,3,104,,2020,bloc de apartamente,P+3E,Parter,3,,2,,,
22023,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,decomandat,lux,700000,4,232,269,2021,bloc de apartamente,P+5E,5,5,1,4,,,
22024,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,decomandat,1,54600,2,52,62,2020,bloc de apartamente,S+P+6E,1,6,1,1,,1,1
22027,"Bucuresti, Sector 5, zona Sebastian",Sebastian,agency,apartament,decomandat,1,52000,1,38,40,1980,bloc de apartamente,P+8E,1,8,1,1,,,1
22028,"Bucuresti, Sector 3, zona Nicolae Grigorescu",Nicolae Grigorescu,agency,apartament,semidecomandat,1,82500,3,70,80,1970,bloc de apartamente,S+P+4E,2,4,1,2,,,1
22029,"Bucuresti, zona Baneasa",Baneasa,prepay,apartament,circular,lux,56800,2,62,,1984,bloc de apartamente,P+3E,1,3,,,,,
22030,"Bucuresti, zona Mosilor",Mosilor,agency,apartament,semidecomandat,1,78000,2,50,60,1984,bloc de apartamente,P+8E,6,8,,1,,,1
22101,"Bucuresti, Sector 4, zona Vitan",Vitan,agency,apartament,semidecomandat,1,90000,3,90,120,2008,bloc de apartamente,P+10E,4,10,1,2,,,1
22102,"Bucuresti, Sector 6, zona Lacul Morii",Lacul Morii,agency,apartament,decomandat,lux,93000,3,85,115,2020,bloc de apartamente,S+P+11E,3,11,1,2,,,1
22103,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,semidecomandat,1,42000,1,28,31,1970,bloc de apartamente,P+10E,3,10,1,1,,,1
22104,"Bucuresti, Sector 1, zona Victoriei",Victoriei,agency,apartament,semidecomandat,1,182457,2,44,55,2020,bloc de apartamente,S+P+8E,3,8,1,1,,,
22105,"Bucuresti, Sector 1, zona Turda",Turda,agency,apartament,decomandat,1,119900,3,65,,1980,bloc de apartamente,P+8E,8,8,1,2,,,1
22106,"Bucuresti, zona Oltenitei",Oltenitei,agency,apartament,decomandat,1,80000,2,60,75,1990,bloc de apartamente,P+8E,Parter,8,1,1,,,1
22109,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,45900,1,30,,1970,bloc de apartamente,P+10E,Parter,10,1,1,,,1
22111,"Bucuresti, zona Vitan",Vitan,prepay,apartament,decomandat,1,110000,3,72,,1984,bloc de apartamente,P+10E,8,10,,1,,,
22112,"Bucuresti, Sector 1, zona Pipera",Pipera,agency,apartament,semidecomandat,1,58500,1,37,52,2017,bloc de apartamente,P+5E,3,5,1,1,1,1,1
22115,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,decomandat,lux,95000,2,52,,2022,bloc de apartamente,S+P+6E,1,6,,1,,,
22116,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,1,98000,2,55,65,2020,bloc de apartamente,S+P+8E,Parter,8,1,1,,,
22119,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,lux,165000,3,120,135,2010,bloc de apartamente,,1,,1,2,,1,1
22121,"Bucuresti, zona Domenii",Domenii,agency,apartament,semidecomandat,1,130000,3,66,93,1950,casa/vila,P+2E,1,2,1,1,,1,2
22122,"Bucuresti, Sector 3, zona Unirii",Unirii,agency,apartament,decomandat,1,224999,5,120,,1991,bloc de apartamente,,7,,1,2,,,3
22124,"Bucuresti, zona Sebastian",Sebastian,agency,apartament,decomandat,1,79900,3,70,76,1990,bloc de apartamente,P+8E,2,8,1,2,,,1
22125,"Bucuresti, Sector 3, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,1,75599,3,72,83,2020,bloc de apartamente,P+3E,1,3,1,2,,,2
22126,"Bucuresti, Sector 6, zona Prelungirea Ghencea",Prelungirea Ghencea,agency,apartament,decomandat,1,59750,2,66,76,2010,bloc de apartamente,P+15E,13,15,1,1,,,1
22127,"Bucuresti, zona Giulesti",Giulesti,prepay,apartament,decomandat,1,39000,2,52,,,,P+7E,4,7,,,,,
22202,"Bucuresti, Sector 4, zona Metalurgiei",Metalurgiei,agency,apartament,decomandat,1,59900,2,52,69,2019,bloc de apartamente,P+8E,4,8,1,1,,1,1
22205,"Bucuresti, Sector 2, zona Stefan cel Mare",Stefan cel Mare,agency,apartament,decomandat,lux,97500,2,52,55,1982,bloc de apartamente,P+8E,5,8,1,1,,1,1
22206,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,decomandat,1,201000,3,100,175,2019,bloc de apartamente,D+P+4E,Ultimele 2 e,4,1,2,1,,1
22208,"Bucuresti, zona Titulescu",Titulescu,agency,apartament,decomandat,1,365000,5,156,183,2015,bloc de apartamente,P+4E,Parter,4,1,3,1,1,
22209,"Bucuresti, zona Titan",Titan,prepay,apartament,decomandat,1,78000,2,50,,1984,bloc de apartamente,P+10E,9,10,,,,,
22213,"Bucuresti, zona Muncii",Muncii,agency,apartament,decomandat,1,69999,2,55,65,1982,bloc de apartamente,P+10E,5,10,1,1,,,1
22214,"Bucuresti, Sector 5, zona Rahova",Rahova,agency,apartament,decomandat,1,50900,2,42,52,2021,bloc de apartamente,P+4E,Parter,4,1,1,,,
22215,"Bucuresti, zona Nord",Nord,agency,apartament,semidecomandat,1,410000,3,128,230,2014,bloc de apartamente,P+7E,7,7,,3,,,
22219,"Bucuresti, Sector 1, zona Pipera",Pipera,agency,apartament,decomandat,1,77000,3,82,97,2010,bloc de apartamente,P+10E,10,10,1,1,,1,1
22225,"Bucuresti, zona Aviatiei",Aviatiei,agency,apartament,decomandat,,248000,3,79,244,2018,bloc de apartamente,P+6E,6,6,1,2,,1,
22226,"Bucuresti, Sector 2, zona Lacul Tei",Lacul Tei,agency,apartament,decomandat,1,43000,1,36,44,1983,bloc de apartamente,S+P+8E,Parter,8,1,1,,,
22227,"Bucuresti, Sector 1, zona Baneasa",Baneasa,agency,apartament,decomandat,1,105000,3,65,69,1986,bloc de apartamente,P+4E,4,4,1,1,,,1
22228,"Bucuresti, zona Lacul Tei",Lacul Tei,agency,apartament,decomandat,1,300000,4,150,190,2008,bloc de apartamente,,6,,,,,,
22230,"Bucuresti, zona Herastrau",Herastrau,agency,apartament,semidecomandat,1,179000,2,53,70,2021,bloc de apartamente,P+4E,4,4,1,1,1,,
22304,"Bucuresti, zona Drumul Taberei",Drumul Taberei,agency,apartament,decomandat,1,75000,2,56,67,2019,bloc de apartamente,P+5E,Parter,5,1,1,,,
22306,"Bucuresti, Sector 3, zona Dristor",Dristor,agency,apartament,semidecomandat,1,80000,3,65,65,1970,bloc de apartamente,S+P+10E,7,10,1,1,,,1
22307,"Bucuresti, zona Titan",Titan,agency,apartament,semidecomandat,1,100000,3,69,69,1968,bloc de apartamente,P+4E,3,4,1,1,,1,1
22308,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,decomandat,1,55000,2,40,,2020,bloc de apartamente,P+3E,Parter,3,1,1,,1,1
22309,"Bucuresti, zona P-ta Victoriei",P-ta Victoriei,agency,apartament,semidecomandat,lux,281500,3,110,139,2020,bloc de apartamente,P+7E,2,7,1,3,,,2
22310,"Bucuresti, zona Calea Calarasilor",Calea Calarasilor,agency,apartament,decomandat,lux,125000,3,64,79,2020,bloc de apartamente,P+7E,6,7,1,2,,,1
22314,"Bucuresti, zona Gorjului",Gorjului,prepay,apartament,decomandat,1,67000,2,53,,1984,bloc de apartamente,P+5E,5,5,,,,,
22315,"Bucuresti, zona Dristor",Dristor,prepay,apartament,,,49000,1,31,,1984,bloc de apartamente,P+10E,8,10,,,,,
22316,"Bucuresti, zona Dorobanti",Dorobanti,agency,apartament,semidecomandat,lux,163000,2,,,2015,bloc de apartamente,P+5E,5,5,1,2,,,2
22318,"Bucuresti, Sector 1, zona Damaroaia",Damaroaia,agency,apartament,semidecomandat,1,97500,2,65,75,2020,bloc de apartamente,S+P+2E+M,1,2,1,1,,,2
22321,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,semidecomandat,1,86000,4,90,92,1982,bloc de apartamente,,1,,1,2,,,2
22322,"Bucuresti, Sector 4, zona Decebal",Decebal,agency,apartament,decomandat,1,139000,2,70,77,1989,bloc de apartamente,P+8E,2,8,1,1,,,1
22323,"Bucuresti, zona Unirii",Unirii,agency,apartament,decomandat,1,250000,4,132,140,1990,bloc de apartamente,P+10E,8,10,,2,,,1
22324,"Bucuresti, zona Berceni",Berceni,prepay,apartament,decomandat,lux,120000,3,86,,1984,bloc de apartamente,P+14E,11,14,,1,,,
22325,"Bucuresti, zona Aviatiei",Aviatiei,agency,apartament,semidecomandat,lux,450000,4,113,139,2019,bloc de apartamente,P+9E,5,9,1,2,,,
22328,"Bucuresti, Sector 4, zona Brancoveanu",Brancoveanu,agency,apartament,decomandat,1,91400,3,73,85,1987,bloc de apartamente,S+P+8E,Parter,8,1,2,,1,
22329,"Bucuresti, Sector 6, zona Drumul Taberei",Drumul Taberei,agency,apartament,semidecomandat,1,85000,3,62,75,1972,bloc de apartamente,P+10E,5,10,1,1,,1,1
22330,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,25000,1,30,35,2020,bloc de apartamente,D+P+6E,4,6,,1,,,1
22401,"Bucuresti, Sector 2, zona Eminescu",Eminescu,agency,apartament,decomandat,1,71000,1,39,49,2020,bloc de apartamente,S+P+3E,3,3,1,1,,,1
22402,"Bucuresti, zona Rahova",Rahova,agency,apartament,decomandat,1,62000,2,64,75,1986,bloc de apartamente,P+10E,5,10,1,1,,,1
22404,"Bucuresti, Sector 2, zona Pache Protopopescu",Pache Protopopescu,agency,apartament,decomandat,lux,95610,2,57,75,2020,bloc de apartamente,S+P+3E,2,3,1,1,,,1
22405,"Bucuresti, zona Universitate",Universitate,prepay,apartament,semidecomandat,,84000,2,45,,1984,bloc de apartamente,P+5E,3,5,,,,,
22408,"Bucuresti, Sector 1, zona Nerva Traian",Nerva Traian,agency,apartament,decomandat,lux,150000,3,75,80,1984,bloc de apartamente,P+8E,1,8,1,2,,,1
22409,"Bucuresti, zona Fundeni",Fundeni,agency,apartament,decomandat,1,55000,2,67,75,2012,bloc de apartamente,D+P+4E,2,4,,1,,1,1
22411,"Bucuresti, Sector 6, zona Militari",Militari,agency,apartament,semidecomandat,1,67000,2,54,59,1985,bloc de apartamente,P+8E,6,8,1,1,,,1
22412,"Bucuresti, zona Cismigiu",Cismigiu,agency,apartament,semidecomandat,2,97500,3,55,55,,bloc de apartamente,P+8E,3,8,1,1,,,
22413,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,decomandat,1,75000,3,63,80,1971,bloc de apartamente,S+P+4E,3,4,1,1,,,1
22414,"Bucuresti, Sector 5, zona 13 Septembrie",13 Septembrie,agency,apartament,decomandat,lux,105000,2,55,66,2019,bloc de apartamente,S+P+7E,3,7,1,1,,,1
22415,"Bucuresti, zona Giulesti",Giulesti,prepay,apartament,decomandat,1,52000,2,54,,2019,bloc de apartamente,P+6E,1,6,,1,,,
22416,"Bucuresti, Sector 1, zona Floreasca",Floreasca,agency,apartament,semidecomandat,1,349000,3,101,124,2020,bloc de apartamente,P+4E,3,4,1,2,,,1
22417,"Bucuresti, zona Militari",Militari,agency,apartament,semidecomandat,1,39000,2,45,47,2015,bloc de apartamente,P+7E,4,7,1,1,,,1
22418,"Bucuresti, zona 1 Decembrie 1918",1 Decembrie 1918,agency,apartament,decomandat,1,59850,2,52,62,2019,bloc de apartamente,D+P+6E,Parter,6,,1,,,1
22419,"Bucuresti, Sector 3, zona Titan",Titan,agency,apartament,semidecomandat,1,38900,1,33,38,1976,bloc de apartamente,P+10E,3,10,1,1,,,
22420,"Bucuresti, Sector 1, zona Floreasca",Floreasca,agency,apartament,semidecomandat,1,450000,3,100,120,1984,casa/vila,S+P,Parter,,1,2,,,
22421,"Bucuresti, Sector 2, zona Teiul Doamnei",Teiul Doamnei,agency,apartament,decomandat,1,65900,2,55,55,1986,bloc de apartamente,P+8E,3,8,1,1,,,1
22424,"Bucuresti, Sector 2, zona Ferdinand",Ferdinand,agency,apartament,decomandat,1,63400,1,37,46,2020,bloc de apartamente,S+P+6E,1,6,1,1,,,1
22428,"Bucuresti, Sector 3, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,1,124000,3,187,220,2020,bloc de apartamente,P+5E,5,5,1,2,,,1
22429,"Bucuresti, Sector 3, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,1,67000,2,63,72,2020,bloc de apartamente,P+7E,7,7,1,1,,,1
22430,"Bucuresti, Sector 5, zona 13 Septembrie",13 Septembrie,agency,apartament,decomandat,1,97900,2,61,71,2020,bloc de apartamente,P+3E+M,2,3,1,1,,,1
22502,"Bucuresti, zona Ferdinand",Ferdinand,agency,apartament,decomandat,1,57500,1,35,35,1987,bloc de apartamente,P+10E,5,10,1,1,,,1
22503,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,,lux,77620,2,40,59,2021,bloc de apartamente,P+8E,4,8,1,1,,,1
22504,"Bucuresti, zona Basarabia",Basarabia,agency,apartament,semidecomandat,1,110000,4,85,85,1981,bloc de apartamente,P+8E,Parter,8,1,2,,,1
22505,"Bucuresti, Sector 5, zona 13 Septembrie",13 Septembrie,agency,apartament,semidecomandat,1,73000,1,44,52,2016,bloc de apartamente,P+12E,8,12,1,1,,,1
22506,"Bucuresti, Sector 1, zona Damaroaia",Damaroaia,agency,apartament,semidecomandat,1,117000,3,80,90,2020,bloc de apartamente,S+P+2E+M,1,2,1,1,,,2
22508,"Bucuresti, Sector 2, zona Unirii",Unirii,agency,apartament,semidecomandat,1,119000,3,84,87,1939,bloc de apartamente,P+5E,2,5,1,1,,,1
22509,"Bucuresti, Sector 1, zona Victoriei",Victoriei,agency,apartament,decomandat,1,225000,4,100,140,1940,bloc de apartamente,S+P+2E+M,2,2,1,2,1,1,1
22510,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,74000,2,62,76,2020,bloc de apartamente,P+6E,4,6,1,1,,,1
22511,"Bucuresti, zona Soseaua Nordului",Soseaua Nordului,agency,apartament,decomandat,lux,365000,3,135,189,2006,bloc de apartamente,P+4E,2,4,1,2,2,,4
22512,"Bucuresti, Sector 4, zona Berceni",Berceni,agency,apartament,decomandat,1,69500,4,90,90,1974,bloc de apartamente,P+4E+M,4,4,1,2,,,3
22513,"Bucuresti, Sector 3, zona Vitan Mall",Vitan Mall,agency,apartament,decomandat,1,60000,1,38,45,1989,bloc de apartamente,P+8E,6,8,1,1,,,
22515,"Bucuresti, zona Militari",Militari,agency,apartament,decomandat,1,44000,2,50,55,2016,bloc de apartamente,P+3E,Parter,3,1,1,,,1
22517,"Bucuresti, Sector 2, zona Stefan cel Mare",Stefan cel Mare,agency,apartament,,,115000,2,62,69,2020,bloc de apartamente,P+8E,1,8,1,1,,,1
22518,"Bucuresti, Sector 1, zona Bucurestii Noi",Bucurestii Noi,agency,apartament,decomandat,1,85000,2,65,79,2019,bloc de apartamente,S+P+2E+M,1,2,1,1,,,1
22520,"Bucuresti, Sector 3, zona Unirii",Unirii,agency,apartament,semidecomandat,1,250000,3,106,144,2006,bloc de apartamente,S+P+3E,1,3,1,2,,1,1
22522,"Bucuresti, Sector 2, zona Colentina",Colentina,agency,apartament,decomandat,lux,85000,2,55,76,2009,bloc de apartamente,S+P+11E,5,11,1,1,,,1
22523,"Bucuresti, Sector 4, zona Timpuri Noi",Timpuri Noi,agency,apartament,semidecomandat,1,138000,4,87,97,1983,bloc de apartamente,S+P+9E,7,9,1,2,,,2
22524,"Bucuresti, zona Pipera",Pipera,agency,apartament,decomandat,1,75000,2,51,61,2021,bloc de apartamente,P+4E,2,4,1,1,,,1
22526,"Bucuresti, Sector 1, zona Pipera",Pipera,agency,apartament,semidecomandat,1,75500,2,47,64,2019,bloc de apartamente,P+4E,4,4,1,1,,1,1
22528,"Bucuresti, Sector 2, zona Dacia",Dacia,agency,apartament,,1,105000,2,57,60,2020,bloc de apartamente,S+D+P+8E,5,8,1,1,,,1
22530,"Bucuresti, zona Turda",Turda,agency,apartament,decomandat,1,94000,2,57,57,1986,bloc de apartamente,P+10E,2,10,1,1,,,1
22601,"Bucuresti, zona Vacaresti",Vacaresti,agency,apartament,decomandat,1,91000,2,60,65,1993,bloc de apartamente,P+7E,3,7,1,1,,1,3
22602,"Bucuresti, Sector 2, zona Pantelimon",Pantelimon,agency,apartament,decomandat,2,125000,3,90,103,1977,bloc de apartamente,P+10E,5,10,1,1,,,2
22603,"Bucuresti, zona Grozavesti",Grozavesti,agency,apartament,semidecomandat,1,161000,3,66,70,2016,bloc de apartamente,P+7E,4,7,1,1,,,1
22604,"Bucuresti, zona Obor",Obor,agency,apartament,semidecomandat,1,132500,4,85,95,1978,bloc de apartamente,P+10E,1,10,1,2,,,2
22605,"Bucuresti, zona Baneasa",Baneasa,agency,apartament,semidecomandat,1,118900,3,80,86,2015,bloc de apartamente,P+5E,5,5,1,2,,1,1
22606,"Bucuresti, zona Theodor Pallady",Theodor Pallady,agency,apartament,decomandat,1,76900,3,91,101,2020,bloc de apartamente,P+5E,Parter,5,1,2,,,
22607,"Bucuresti, Sector 1, zona Giurgiului",Giurgiului,agency,apartament,decomandat,1,60000,3,62,70,1975,bloc de apartamente,P+10E,9,10,1,1,,,1
22608,"Bucuresti, zona Militari",Militari,agency,apartament,,1,26500,1,28,33,2020,bloc de apartamente,D+P,8,,,1,,,
22611,"Bucuresti, Sector 4, zona Giurgiului",Giurgiului,agency,apartament,decomandat,,39000,2,,,,bloc de apartamente,S+P+10E,7,10,1,1,,,1
22613,"Bucuresti, Sector 2, zona Doamna Ghica",Doamna Ghica,agency,apartament,decomandat,2,47500,2,39,45,1975,bloc de apartamente,S+P+10E,7,10,1,1,,1,1
22614,"Bucuresti, zona Dorobanti",Dorobanti,agency,apartament,semidecomandat,1,89500,2,55,68,1963,bloc de apartamente,P+11E,7,11,,,,,
22617,"Bucuresti, Sector 3, zona Baba Novac",Baba Novac,agency,apartament,decomandat,1,107990,1,50,60,2008,bloc de apartamente,P+12E,7,12,1,1,,,
22619,"Bucuresti, zona Vitan Mall",Vitan Mall,agency,apartament,decomandat,1,63000,1,38,40,1990,bloc de apartamente,P+4E,1,4,1,1,,1,1
22620,"Bucuresti, zona Alexandru Obregia",Alexandru Obregia,agency,apartament,decomandat,1,61500,2,53,53,1970,bloc de apartamente,P+10E,4,10,1,1,,,1
22621,"Bucuresti, Sector 2, zona Stefan cel Mare",Stefan cel Mare,agency,apartament,semidecomandat,1,130000,4,81,,1981,bloc de apartamente,P+10E,2,10,1,2,,,2
